customer_id,transaction_date,amount,region
19,2024-01-10,52.0,台北
19,2024-02-27,51.0,台北
19,2024-03-26,54.0,台北
366,2024-03-16,144.0,高雄
19,2024-05-17,52.0,台北
19,2024-06-15,51.0,台北
19,2024-10-01,998.0,台北
19,2024-11-25,44.0,台北
21,2024-01-13,48.0,高雄
21,2024-02-21,52.0,高雄
21,2024-03-23,2492.0,高雄
21,2024-04-13,46.0,高雄
21,2024-05-28,49.0,高雄
21,2024-06-03,45.0,高雄
21,2024-07-21,49.0,高雄
21,2024-08-12,48.0,高雄
22,2024-01-14,455.0,台南
22,2024-02-15,455.0,台南
22,2024-03-22,468.0,台南
23,2024-01-28,51.0,新竹
23,2024-02-22,45.0,新竹
23,2024-03-09,45.0,新竹
25,2024-01-05,46.0,台南
25,2024-03-06,2033.0,台南
25,2024-04-26,45.0,台南
25,2024-05-20,49.0,台南
25,2024-06-06,53.0,台南
25,2024-07-08,48.0,台南
25,2024-08-12,52.0,台南
25,2024-09-27,2014.0,台南
25,2024-10-01,2122.0,台南
27,2024-06-08,47.0,高雄
27,2024-07-17,49.0,高雄
27,2024-08-23,46.0,高雄
27,2024-09-20,46.0,高雄
27,2024-10-08,54.0,高雄
27,2024-12-18,44.0,高雄
28,2024-01-02,511.0,台北
29,2024-07-26,171.0,台中
29,2024-08-22,162.0,台中
29,2024-09-10,137.0,台中
29,2024-10-09,154.0,台中
29,2024-11-14,161.0,台中
29,2024-12-03,168.0,台中
30,2024-01-18,482.0,台南
30,2024-02-22,1465.0,台南
30,2024-04-07,496.0,台南
30,2024-05-14,527.0,台南
30,2024-06-07,2159.0,台南
30,2024-07-01,464.0,台南
33,2024-05-03,471.0,台南
33,2024-06-27,458.0,台南
33,2024-07-23,541.0,台南
34,2024-08-12,517.0,台北
34,2024-09-21,571.0,台北
34,2024-10-13,481.0,台北
34,2024-11-14,554.0,台北
36,2024-06-02,462.0,台南
37,2024-07-04,47.0,台北
37,2024-08-14,48.0,台北
37,2024-09-03,1524.0,台北
37,2024-10-13,48.0,台北
37,2024-11-06,45.0,台北
37,2024-12-08,54.0,台北
39,2024-10-14,4715.0,高雄
41,2024-07-09,562.0,新竹
41,2024-08-01,487.0,新竹
41,2024-09-06,521.0,新竹
41,2024-10-10,571.0,新竹
41,2024-11-26,3363.0,新竹
41,2024-12-20,554.0,新竹
42,2024-02-05,56.0,台北
42,2024-03-11,51.0,台北
42,2024-04-01,53.0,台北
42,2024-05-10,55.0,台北
42,2024-06-09,54.0,台北
44,2024-05-16,147.0,台南
44,2024-06-23,155.0,台南
44,2024-07-28,134.0,台南
44,2024-09-17,155.0,台南
44,2024-10-05,135.0,台南
44,2024-11-03,1455.0,台南
44,2024-12-14,158.0,台南
46,2024-04-16,47.0,新竹
46,2024-05-02,54.0,新竹
46,2024-06-09,46.0,新竹
48,2024-02-02,165.0,新竹
48,2024-03-05,141.0,新竹
48,2024-04-27,159.0,新竹
48,2024-05-24,171.0,新竹
48,2024-06-28,154.0,新竹
48,2024-07-13,137.0,新竹
48,2024-08-20,2104.0,新竹
48,2024-09-25,166.0,新竹
48,2024-10-21,137.0,新竹
48,2024-11-22,170.0,新竹
48,2024-12-19,139.0,新竹
50,2024-02-10,147.0,新竹
50,2024-03-02,143.0,新竹
50,2024-04-27,143.0,新竹
50,2024-06-18,150.0,新竹
50,2024-07-25,144.0,新竹
51,2024-02-26,147.0,高雄
51,2024-03-24,135.0,高雄
51,2024-04-10,164.0,高雄
51,2024-06-21,164.0,高雄
51,2024-07-27,145.0,高雄
51,2024-08-11,162.0,高雄
51,2024-09-17,3413.0,高雄
51,2024-10-08,159.0,高雄
51,2024-11-11,164.0,高雄
52,2024-08-26,4821.0,新竹
52,2024-09-03,564.0,新竹
52,2024-12-27,528.0,新竹
53,2024-12-28,153.0,新竹
54,2024-06-02,49.0,高雄
55,2024-01-17,1260.0,台南
55,2024-02-03,563.0,台南
55,2024-03-14,500.0,台南
59,2024-01-20,563.0,高雄
59,2024-02-15,2923.0,高雄
59,2024-03-02,455.0,高雄
59,2024-04-12,525.0,高雄
60,2024-01-13,472.0,台南
61,2024-08-13,564.0,台南
61,2024-09-04,1455.0,台南
61,2024-10-24,952.0,台南
62,2024-12-03,139.0,台南
66,2024-03-22,139.0,台中
66,2024-04-01,926.0,台中
66,2024-05-18,170.0,台中
66,2024-06-28,153.0,台中
66,2024-07-16,170.0,台中
66,2024-08-11,170.0,台中
67,2024-02-24,483.0,高雄
278,2024-08-23,544.0,台南
67,2024-04-04,503.0,高雄
67,2024-05-23,459.0,高雄
67,2024-06-19,467.0,高雄
67,2024-07-17,478.0,高雄
67,2024-08-14,4792.0,高雄
67,2024-09-06,468.0,高雄
68,2024-01-17,55.0,台南
70,2024-09-22,1459.0,台北
70,2024-10-16,4930.0,台北
70,2024-11-28,155.0,台北
70,2024-12-02,143.0,台北
71,2024-12-16,164.0,台南
74,2024-07-10,162.0,高雄
74,2024-08-06,141.0,高雄
75,2024-09-04,49.0,台南
75,2024-10-09,53.0,台南
75,2024-11-05,50.0,台南
75,2024-12-13,46.0,台南
76,2024-08-26,49.0,台中
76,2024-09-02,46.0,台中
76,2024-10-23,54.0,台中
76,2024-11-11,55.0,台中
76,2024-12-05,53.0,台中
77,2024-07-28,167.0,台北
77,2024-08-24,2976.0,台北
77,2024-09-26,134.0,台北
77,2024-10-10,149.0,台北
77,2024-11-19,152.0,台北
77,2024-12-20,166.0,台北
78,2024-01-27,47.0,台南
78,2024-02-13,56.0,台南
78,2024-03-03,47.0,台南
78,2024-04-28,46.0,台南
78,2024-05-16,49.0,台南
78,2024-06-16,50.0,台南
78,2024-07-10,47.0,台南
78,2024-08-26,2779.0,台南
79,2024-09-13,157.0,台中
79,2024-11-24,150.0,台中
79,2024-12-20,158.0,台中
80,2024-05-27,1228.0,新竹
80,2024-06-14,142.0,新竹
80,2024-07-14,147.0,新竹
81,2024-09-19,165.0,台南
81,2024-11-16,160.0,台南
82,2024-01-22,136.0,台中
82,2024-02-22,162.0,台中
85,2024-07-26,51.0,新竹
85,2024-09-15,55.0,新竹
85,2024-11-26,49.0,新竹
85,2024-12-10,45.0,新竹
86,2024-04-03,56.0,台北
86,2024-06-05,44.0,台北
86,2024-07-27,47.0,台北
86,2024-08-04,53.0,台北
86,2024-09-05,45.0,台北
86,2024-10-07,1466.0,台北
86,2024-11-01,54.0,台北
86,2024-12-24,53.0,台北
87,2024-12-27,472.0,台中
88,2024-01-03,490.0,高雄
88,2024-03-01,524.0,高雄
88,2024-04-25,555.0,高雄
88,2024-05-04,545.0,高雄
90,2024-12-14,560.0,高雄
92,2024-12-08,162.0,高雄
94,2024-01-04,56.0,台南
94,2024-02-02,47.0,台南
94,2024-03-16,45.0,台南
94,2024-05-07,49.0,台南
94,2024-06-22,45.0,台南
96,2024-10-25,166.0,台中
96,2024-12-10,168.0,台中
97,2024-12-28,138.0,台南
98,2024-03-23,552.0,新竹
98,2024-04-02,455.0,新竹
98,2024-05-13,534.0,新竹
98,2024-07-06,521.0,新竹
98,2024-08-16,536.0,新竹
98,2024-09-13,465.0,新竹
98,2024-10-10,537.0,新竹
98,2024-11-07,493.0,新竹
98,2024-12-07,528.0,新竹
99,2024-02-06,509.0,新竹
99,2024-03-28,519.0,新竹
100,2024-12-18,142.0,台南
102,2024-06-25,153.0,高雄
103,2024-12-22,481.0,新竹
104,2024-09-16,460.0,台中
104,2024-11-11,534.0,台中
104,2024-12-13,2644.0,台中
106,2024-06-24,3672.0,新竹
106,2024-07-05,151.0,新竹
107,2024-09-02,45.0,台北
107,2024-10-18,55.0,台北
109,2024-10-26,55.0,台中
109,2024-11-07,50.0,台中
109,2024-12-21,49.0,台中
110,2024-01-27,142.0,台北
111,2024-07-26,54.0,高雄
111,2024-08-24,56.0,高雄
111,2024-09-10,47.0,高雄
111,2024-10-25,56.0,高雄
111,2024-11-07,51.0,高雄
113,2024-01-06,55.0,高雄
113,2024-03-05,49.0,高雄
113,2024-04-20,48.0,高雄
113,2024-05-21,50.0,高雄
113,2024-06-24,49.0,高雄
113,2024-07-12,46.0,高雄
114,2024-01-22,134.0,台北
114,2024-02-05,149.0,台北
114,2024-03-16,138.0,台北
114,2024-04-22,171.0,台北
114,2024-05-03,164.0,台北
114,2024-06-01,135.0,台北
114,2024-07-24,137.0,台北
114,2024-10-06,165.0,台北
114,2024-11-12,147.0,台北
114,2024-12-28,167.0,台北
117,2024-01-25,4286.0,台南
117,2024-02-27,47.0,台南
120,2024-10-04,4807.0,台北
120,2024-11-05,51.0,台北
120,2024-12-07,54.0,台北
121,2024-11-11,170.0,台北
121,2024-12-18,164.0,台北
122,2024-09-06,52.0,台中
122,2024-10-25,47.0,台中
122,2024-11-27,51.0,台中
122,2024-12-25,49.0,台中
123,2024-03-06,528.0,高雄
123,2024-04-19,550.0,高雄
123,2024-05-07,480.0,高雄
123,2024-06-01,2969.0,高雄
123,2024-07-19,457.0,高雄
123,2024-08-18,508.0,高雄
123,2024-09-06,533.0,高雄
123,2024-10-16,491.0,高雄
123,2024-11-25,456.0,高雄
123,2024-12-27,505.0,高雄
124,2024-10-02,4938.0,台南
124,2024-11-19,534.0,台南
125,2024-02-07,487.0,台南
125,2024-03-11,522.0,台南
126,2024-11-27,568.0,台中
126,2024-12-25,465.0,台中
130,2024-04-13,551.0,新竹
130,2024-05-28,509.0,新竹
130,2024-06-08,514.0,新竹
130,2024-07-04,452.0,新竹
130,2024-08-20,562.0,新竹
130,2024-09-04,478.0,新竹
130,2024-10-27,497.0,新竹
130,2024-11-20,495.0,新竹
130,2024-12-15,547.0,新竹
131,2024-02-21,534.0,新竹
131,2024-03-04,567.0,新竹
131,2024-04-03,534.0,新竹
131,2024-05-11,452.0,新竹
131,2024-06-06,505.0,新竹
131,2024-07-18,479.0,新竹
131,2024-08-10,2254.0,新竹
131,2024-09-09,550.0,新竹
131,2024-10-14,488.0,新竹
132,2024-01-11,48.0,台北
132,2024-02-02,50.0,台北
132,2024-04-16,45.0,台北
132,2024-05-21,52.0,台北
132,2024-06-06,44.0,台北
132,2024-07-22,52.0,台北
133,2024-05-23,170.0,新竹
133,2024-06-06,147.0,新竹
133,2024-07-14,3959.0,新竹
133,2024-09-03,4861.0,新竹
134,2024-11-16,453.0,新竹
136,2024-05-12,546.0,台南
136,2024-06-27,536.0,台南
136,2024-07-19,573.0,台南
136,2024-08-22,474.0,台南
136,2024-09-13,571.0,台南
136,2024-10-12,470.0,台南
136,2024-11-26,2705.0,台南
136,2024-12-02,540.0,台南
138,2024-10-22,460.0,新竹
138,2024-12-14,493.0,新竹
139,2024-07-11,45.0,台南
139,2024-08-08,46.0,台南
139,2024-09-26,46.0,台南
139,2024-10-23,50.0,台南
139,2024-11-22,54.0,台南
139,2024-12-10,45.0,台南
140,2024-11-12,163.0,台中
140,2024-12-02,168.0,台中
141,2024-04-02,1013.0,台中
141,2024-06-04,483.0,台中
141,2024-08-18,541.0,台中
141,2024-10-01,627.0,台中
141,2024-12-07,454.0,台中
143,2024-01-07,154.0,台南
143,2024-02-18,148.0,台南
143,2024-03-08,165.0,台南
143,2024-04-10,1238.0,台南
143,2024-05-28,144.0,台南
143,2024-06-15,140.0,台南
143,2024-08-11,145.0,台南
143,2024-10-17,2874.0,台南
143,2024-11-10,148.0,台南
143,2024-12-18,151.0,台南
145,2024-01-19,46.0,台中
145,2024-02-03,2367.0,台中
145,2024-03-20,53.0,台中
146,2024-01-21,46.0,新竹
146,2024-02-04,56.0,新竹
146,2024-03-15,56.0,新竹
146,2024-05-16,48.0,新竹
146,2024-06-14,54.0,新竹
146,2024-07-12,54.0,新竹
146,2024-08-09,54.0,新竹
147,2024-01-13,47.0,台南
147,2024-02-11,55.0,台南
147,2024-03-17,56.0,台南
147,2024-05-17,46.0,台南
147,2024-06-13,49.0,台南
147,2024-08-11,53.0,台南
148,2024-10-18,512.0,台中
148,2024-11-10,510.0,台中
148,2024-12-27,565.0,台中
149,2024-11-22,514.0,台北
153,2024-11-03,47.0,新竹
153,2024-12-10,50.0,新竹
154,2024-02-17,502.0,台北
154,2024-03-25,543.0,台北
154,2024-04-01,569.0,台北
154,2024-05-08,552.0,台北
154,2024-06-04,4375.0,台北
154,2024-07-26,464.0,台北
154,2024-08-23,525.0,台北
154,2024-09-07,562.0,台北
155,2024-11-21,538.0,台北
155,2024-12-17,534.0,台北
156,2024-12-17,47.0,高雄
157,2024-02-21,4772.0,台北
157,2024-03-06,815.0,台北
157,2024-04-24,49.0,台北
157,2024-05-08,54.0,台北
157,2024-06-15,4300.0,台北
157,2024-07-05,53.0,台北
157,2024-08-16,52.0,台北
157,2024-09-09,46.0,台北
157,2024-10-02,56.0,台北
157,2024-11-01,4080.0,台北
157,2024-12-09,48.0,台北
158,2024-01-01,455.0,高雄
158,2024-02-12,465.0,高雄
158,2024-03-23,480.0,高雄
160,2024-02-25,141.0,新竹
161,2024-02-26,56.0,台南
161,2024-03-23,4293.0,台南
161,2024-05-22,53.0,台南
161,2024-07-11,44.0,台南
162,2024-11-04,147.0,高雄
164,2024-08-04,468.0,台中
164,2024-09-07,548.0,台中
164,2024-10-10,503.0,台中
164,2024-11-21,495.0,台中
166,2024-06-07,50.0,高雄
166,2024-07-23,55.0,高雄
167,2024-10-08,491.0,新竹
168,2024-01-17,155.0,台南
169,2024-01-27,2120.0,台南
169,2024-02-09,499.0,台南
169,2024-03-10,557.0,台南
169,2024-04-04,3515.0,台南
171,2024-02-05,48.0,高雄
347,2024-12-21,138.0,台中
171,2024-04-10,47.0,高雄
171,2024-05-15,55.0,高雄
171,2024-06-25,45.0,高雄
171,2024-07-22,50.0,高雄
171,2024-08-10,56.0,高雄
171,2024-10-10,2643.0,高雄
171,2024-11-16,51.0,高雄
171,2024-12-22,46.0,高雄
172,2024-01-01,56.0,高雄
172,2024-03-26,44.0,高雄
172,2024-04-06,51.0,高雄
172,2024-05-03,46.0,高雄
172,2024-06-21,3782.0,高雄
173,2024-01-24,2309.0,新竹
173,2024-02-20,168.0,新竹
173,2024-03-13,149.0,新竹
173,2024-04-06,164.0,新竹
173,2024-05-05,143.0,新竹
174,2024-08-08,52.0,台南
174,2024-09-06,55.0,台南
174,2024-10-13,2468.0,台南
174,2024-11-18,2080.0,台南
175,2024-02-15,47.0,台中
175,2024-03-26,50.0,台中
177,2024-01-02,1458.0,台中
177,2024-02-24,44.0,台中
177,2024-03-20,52.0,台中
179,2024-01-15,478.0,台中
179,2024-02-18,555.0,台中
179,2024-03-13,533.0,台中
179,2024-04-08,459.0,台中
179,2024-05-10,485.0,台中
179,2024-06-15,536.0,台中
179,2024-07-22,537.0,台中
179,2024-08-25,2437.0,台中
179,2024-09-04,499.0,台中
179,2024-10-24,561.0,台中
319,2024-12-03,561.0,新竹
179,2024-12-10,1238.0,台中
180,2024-02-21,150.0,高雄
180,2024-03-09,136.0,高雄
180,2024-05-16,152.0,高雄
180,2024-07-04,171.0,高雄
180,2024-08-01,155.0,高雄
180,2024-09-14,170.0,高雄
180,2024-11-03,154.0,高雄
180,2024-12-18,4294.0,高雄
183,2024-10-22,54.0,高雄
183,2024-11-07,53.0,高雄
183,2024-12-05,47.0,高雄
184,2024-08-06,145.0,台南
185,2024-04-08,53.0,高雄
185,2024-05-26,51.0,高雄
189,2024-05-14,499.0,台中
189,2024-06-25,480.0,台中
189,2024-07-17,457.0,台中
189,2024-08-26,521.0,台中
189,2024-09-08,456.0,台中
189,2024-10-17,3440.0,台中
189,2024-11-08,503.0,台中
189,2024-12-06,532.0,台中
190,2024-11-21,48.0,台南
190,2024-12-12,51.0,台南
191,2024-02-25,137.0,台中
191,2024-03-28,143.0,台中
191,2024-04-09,157.0,台中
191,2024-05-03,156.0,台中
193,2024-07-21,556.0,台中
193,2024-08-06,540.0,台中
193,2024-09-18,513.0,台中
193,2024-10-05,2093.0,台中
193,2024-11-19,563.0,台中
195,2024-04-04,53.0,台中
195,2024-05-13,45.0,台中
196,2024-12-23,54.0,台北
197,2024-11-09,47.0,台南
197,2024-12-05,46.0,台南
199,2024-03-22,468.0,高雄
199,2024-04-20,566.0,高雄
199,2024-05-26,546.0,高雄
199,2024-06-04,3202.0,高雄
199,2024-07-01,558.0,高雄
200,2024-10-10,49.0,台北
200,2024-11-19,46.0,台北
200,2024-12-18,2654.0,台北
201,2024-07-06,55.0,新竹
201,2024-08-05,1176.0,新竹
201,2024-09-23,45.0,新竹
201,2024-10-08,45.0,新竹
201,2024-12-02,55.0,新竹
202,2024-08-13,476.0,台中
202,2024-09-02,572.0,台中
202,2024-10-11,3847.0,台中
202,2024-12-14,552.0,台中
203,2024-01-04,690.0,新竹
203,2024-02-21,1074.0,新竹
203,2024-04-23,543.0,新竹
205,2024-01-22,54.0,台北
205,2024-02-23,48.0,台北
205,2024-03-02,49.0,台北
205,2024-04-05,46.0,台北
205,2024-05-21,55.0,台北
206,2024-01-09,500.0,台南
206,2024-02-25,545.0,台南
206,2024-03-05,489.0,台南
206,2024-04-27,2325.0,台南
206,2024-05-12,568.0,台南
206,2024-06-15,639.0,台南
206,2024-08-24,538.0,台南
206,2024-09-10,539.0,台南
206,2024-10-20,555.0,台南
206,2024-12-16,461.0,台南
207,2024-09-03,163.0,台南
208,2024-07-01,56.0,台中
208,2024-09-10,51.0,台中
209,2024-04-27,51.0,新竹
209,2024-05-26,55.0,新竹
209,2024-06-11,47.0,新竹
291,2024-12-23,161.0,新竹
211,2024-03-07,169.0,台中
211,2024-05-12,160.0,台中
211,2024-06-05,158.0,台中
214,2024-01-01,151.0,台南
214,2024-02-14,163.0,台南
215,2024-11-02,46.0,新竹
215,2024-12-21,804.0,新竹
216,2024-06-09,491.0,高雄
216,2024-07-22,522.0,高雄
216,2024-08-06,562.0,高雄
216,2024-09-12,452.0,高雄
217,2024-10-12,609.0,新竹
217,2024-12-14,56.0,新竹
218,2024-01-04,477.0,新竹
218,2024-02-23,464.0,新竹
218,2024-03-11,2676.0,新竹
218,2024-04-13,4833.0,新竹
218,2024-06-24,549.0,新竹
218,2024-11-13,552.0,新竹
221,2024-10-03,48.0,高雄
223,2024-11-17,533.0,台北
223,2024-12-01,2417.0,台北
225,2024-04-11,163.0,新竹
225,2024-06-25,155.0,新竹
225,2024-07-16,148.0,新竹
225,2024-08-01,152.0,新竹
225,2024-09-26,4003.0,新竹
225,2024-10-21,141.0,新竹
225,2024-12-24,170.0,新竹
226,2024-01-11,569.0,台南
226,2024-02-21,453.0,台南
226,2024-03-06,481.0,台南
226,2024-04-24,453.0,台南
226,2024-05-03,497.0,台南
226,2024-06-04,4693.0,台南
226,2024-07-10,1419.0,台南
226,2024-08-13,504.0,台南
227,2024-10-03,52.0,高雄
227,2024-11-23,56.0,高雄
227,2024-12-12,47.0,高雄
228,2024-01-09,564.0,新竹
228,2024-02-12,480.0,新竹
228,2024-03-08,534.0,新竹
228,2024-04-25,499.0,新竹
229,2024-04-06,552.0,新竹
229,2024-05-22,553.0,新竹
229,2024-06-24,453.0,新竹
230,2024-10-01,163.0,高雄
230,2024-11-23,139.0,高雄
230,2024-12-27,157.0,高雄
232,2024-10-27,167.0,新竹
232,2024-12-23,156.0,新竹
233,2024-11-22,466.0,高雄
233,2024-12-27,506.0,高雄
234,2024-09-08,4830.0,新竹
234,2024-10-19,540.0,新竹
234,2024-11-10,451.0,新竹
234,2024-12-08,547.0,新竹
236,2024-04-11,53.0,台北
238,2024-04-02,457.0,台北
238,2024-05-27,552.0,台北
239,2024-03-21,539.0,高雄
239,2024-04-16,538.0,高雄
239,2024-05-06,2408.0,高雄
239,2024-06-20,3529.0,高雄
239,2024-07-27,464.0,高雄
239,2024-08-04,519.0,高雄
239,2024-09-20,458.0,高雄
239,2024-10-07,523.0,高雄
239,2024-11-15,457.0,高雄
239,2024-12-25,544.0,高雄
241,2024-01-27,485.0,台南
241,2024-02-05,530.0,台南
241,2024-03-17,496.0,台南
241,2024-04-21,537.0,台南
241,2024-06-03,482.0,台南
241,2024-08-19,472.0,台南
241,2024-09-16,561.0,台南
241,2024-10-28,482.0,台南
241,2024-11-24,477.0,台南
241,2024-12-28,544.0,台南
242,2024-10-09,168.0,台南
242,2024-11-15,159.0,台南
243,2024-01-26,484.0,台南
243,2024-03-04,537.0,台南
243,2024-04-01,2892.0,台南
243,2024-06-18,547.0,台南
243,2024-07-14,523.0,台南
243,2024-09-06,518.0,台南
243,2024-10-19,468.0,台南
243,2024-11-18,4789.0,台南
243,2024-12-12,502.0,台南
244,2024-01-25,527.0,台中
244,2024-02-15,566.0,台中
244,2024-03-19,544.0,台中
244,2024-04-02,450.0,台中
244,2024-05-18,559.0,台中
244,2024-07-21,453.0,台中
244,2024-08-01,493.0,台中
244,2024-09-07,495.0,台中
244,2024-11-02,563.0,台中
245,2024-01-06,568.0,台北
245,2024-02-26,487.0,台北
245,2024-04-02,498.0,台北
245,2024-05-24,538.0,台北
245,2024-06-06,490.0,台北
245,2024-07-08,547.0,台北
245,2024-08-03,3176.0,台北
245,2024-09-05,4187.0,台北
245,2024-11-24,569.0,台北
246,2024-01-06,55.0,台南
246,2024-02-07,50.0,台南
246,2024-03-07,49.0,台南
246,2024-04-07,47.0,台南
246,2024-06-07,56.0,台南
246,2024-07-17,50.0,台南
247,2024-03-08,46.0,高雄
247,2024-05-08,50.0,高雄
247,2024-06-28,2670.0,高雄
247,2024-07-16,45.0,高雄
247,2024-08-08,53.0,高雄
247,2024-10-21,49.0,高雄
247,2024-11-04,50.0,高雄
248,2024-03-18,524.0,高雄
249,2024-01-06,53.0,台北
249,2024-02-02,50.0,台北
249,2024-03-21,55.0,台北
249,2024-04-23,52.0,台北
249,2024-05-14,48.0,台北
249,2024-06-12,1153.0,台北
249,2024-07-09,51.0,台北
252,2024-11-26,48.0,台中
252,2024-12-06,53.0,台中
253,2024-11-01,49.0,高雄
253,2024-12-12,44.0,高雄
254,2024-12-06,165.0,台中
255,2024-01-20,141.0,台中
255,2024-02-28,152.0,台中
255,2024-03-23,138.0,台中
255,2024-05-07,157.0,台中
255,2024-06-12,146.0,台中
255,2024-07-14,148.0,台中
255,2024-08-10,166.0,台中
256,2024-10-24,510.0,台北
256,2024-11-12,494.0,台北
256,2024-12-25,472.0,台北
258,2024-04-26,151.0,台中
259,2024-07-25,154.0,新竹
259,2024-08-12,161.0,新竹
259,2024-09-05,158.0,新竹
259,2024-10-09,137.0,新竹
259,2024-11-27,137.0,新竹
259,2024-12-27,155.0,新竹
262,2024-02-23,49.0,台南
262,2024-03-08,53.0,台南
262,2024-04-13,54.0,台南
262,2024-05-24,47.0,台南
262,2024-06-17,49.0,台南
262,2024-07-28,56.0,台南
262,2024-08-25,48.0,台南
262,2024-09-18,50.0,台南
262,2024-10-17,48.0,台南
262,2024-11-03,48.0,台南
262,2024-12-15,46.0,台南
267,2024-03-20,142.0,新竹
267,2024-04-02,161.0,新竹
268,2024-08-22,138.0,台北
268,2024-10-26,153.0,台北
268,2024-11-16,137.0,台北
268,2024-12-14,139.0,台北
270,2024-01-18,4611.0,台中
271,2024-11-18,138.0,高雄
271,2024-12-01,148.0,高雄
272,2024-01-21,1508.0,新竹
272,2024-02-27,168.0,新竹
272,2024-03-03,154.0,新竹
273,2024-08-22,478.0,台中
273,2024-09-17,470.0,台中
275,2024-01-28,136.0,台南
275,2024-02-02,156.0,台南
275,2024-03-09,157.0,台南
275,2024-04-02,2970.0,台南
275,2024-05-23,135.0,台南
275,2024-06-21,146.0,台南
275,2024-07-26,149.0,台南
275,2024-08-01,140.0,台南
275,2024-09-03,137.0,台南
275,2024-10-26,4557.0,台南
275,2024-11-28,157.0,台南
275,2024-12-23,155.0,台南
276,2024-04-04,472.0,台中
276,2024-05-08,502.0,台中
276,2024-06-22,456.0,台中
276,2024-07-03,472.0,台中
276,2024-08-22,481.0,台中
276,2024-09-04,518.0,台中
276,2024-10-26,510.0,台中
276,2024-11-04,522.0,台中
276,2024-12-18,565.0,台中
278,2024-06-28,494.0,台南
278,2024-07-12,543.0,台南
278,2024-09-10,572.0,台南
278,2024-10-22,544.0,台南
278,2024-11-23,4472.0,台南
278,2024-12-22,2299.0,台南
279,2024-01-27,2463.0,台中
279,2024-02-23,46.0,台中
280,2024-10-13,44.0,新竹
280,2024-11-10,50.0,新竹
281,2024-02-21,158.0,高雄
282,2024-02-03,513.0,台北
282,2024-03-04,570.0,台北
282,2024-04-13,472.0,台北
282,2024-05-24,573.0,台北
282,2024-06-17,570.0,台北
283,2024-01-19,161.0,新竹
283,2024-02-19,164.0,新竹
283,2024-03-15,140.0,新竹
283,2024-04-25,161.0,新竹
283,2024-05-06,141.0,新竹
283,2024-06-11,137.0,新竹
283,2024-07-19,148.0,新竹
283,2024-08-27,145.0,新竹
284,2024-06-08,4572.0,台南
284,2024-07-09,153.0,台南
286,2024-06-05,49.0,台中
286,2024-07-14,53.0,台中
286,2024-08-13,51.0,台中
286,2024-09-05,50.0,台中
286,2024-10-19,52.0,台中
286,2024-11-27,45.0,台中
286,2024-12-12,53.0,台中
288,2024-01-19,152.0,台南
288,2024-03-09,156.0,台南
288,2024-04-17,164.0,台南
288,2024-05-20,143.0,台南
290,2024-07-03,521.0,新竹
290,2024-08-17,478.0,新竹
290,2024-10-09,2000.0,新竹
290,2024-11-06,461.0,新竹
290,2024-12-13,471.0,新竹
291,2024-08-12,171.0,新竹
291,2024-09-27,159.0,新竹
291,2024-10-14,168.0,新竹
292,2024-02-21,552.0,台北
293,2024-12-28,46.0,台南
294,2024-01-05,2328.0,台北
294,2024-02-23,52.0,台北
294,2024-03-06,48.0,台北
294,2024-04-10,47.0,台北
294,2024-05-19,48.0,台北
294,2024-07-03,50.0,台北
294,2024-08-24,48.0,台北
