customer_id,transaction_date,amount,region
104,2024-12-13,"2,644",台中
106,2024-06-24,3672,hsinchu
106,2024-07-05,151,新竹
107,2024-09-02,45,taipei
107,2024-10-18,55,Taipei
109,2024-09-22,-56,台中市
109,2024/10/26,55,Taichung
109,2024-11-07,50,台中
109,2024-12-21,49,台中市
110,2024-01-27,142,Taipei
110,2024-02-27,-162,臺北
111,2024-06-27,-48,高雄
111,2024-07-26,54,高雄
111,2024-08-24,56,Kaohsiung
111,2024年09月10日,47,高雄
111,2024-10-25,56,高雄
111,2024-11-07,51,kaohsiung
113,2024年01月06日,55,高雄
113,2024-02-16,-46,高雄
113,2024-03-05,49,Kaohsiung
113,2024年04月20日,48,高雄
113,2024/05/21,50,高雄市
113,2024年06月24日,49,高雄 
113,2024-07-12,46,高雄
114,2024-01-22,134,台北
114,2024-02-05,149,臺北
114,2024-03-16,138,台北
114,2024-04-22,171,臺北
114,2024-05-03,164,台北
114,2024年06月01日,135,台北
114,2024/07/24,137,台北 
114,2024-08-25,-139,台北
114,2024-09-25,-142,taipei
114,2024-10-06,165,Taipei
114,2024-11-12,147,台北
114,2024-12-28,167,台北
117,2024-01-25,4286, 台南
117,2024-02-27,47,tainan
119,2024-04-01,154,台南
119,2024-05-02,162,台南
119,2024-06-08,135,台南
119,2024-07-28,168,台南
119,2024-08-04,144,台南
120,2024-10-04,4807,台北市
120,2024/11/05,51,Taipei
120,2024-12-07,54,台北
121,2024年11月11日,170,台北
121,2024-12-18,164,台北
122,2024-09-06,52,台中
122,2024-10-25,47,Taichung
122,2024-11-27,51,台中
122,2024-12-25,49,taichung 
123,2024-03-06,528,kaohsiung
123,2024-04-19,550,高雄
123,2024-05-07,480,高雄
123,2024-06-01,2969,高雄
123,2024-07-19,457,高雄
123,2024-08-18,508,高雄
123,2024-09-06,533,高雄
123,2024-10-16,491,kaohsiung
123,2024-11-25,456,Kaohsiung
123,2024-12-27,505,高雄
124,2024-09-09,-573,台南
124,2024-10-02,4938,台南
124,2024/11/19,534,台南
125,2024-01-02,-470,台南
125,2024-02-07,487,Tainan
125,2024-03-11,522,台南
126,2024-11-27,568,台中
126,2024年12月25日,465,台中 
130,2024-04-13,551,hsinchu
130,2024-05-28,509,新竹
130,2024-06-08,514,新竹
130,2024-07-04,NT$452,新竹
130,2024/08/20,562,新竹
130,2024年09月04日,478,新竹
130,2024-10-27,497,新竹市
130,2024-11-20,495,新竹
130,2024-12-15,547, 新竹
131,2024-01-25,-509, 新竹
131,2024年02月21日,534,新竹
131,2024年03月04日,567, 新竹
131,2024-04-03,534,新竹 
131,2024-05-11,452,新竹
131,2024-06-06,505,新竹
131,2024-07-18,479,新竹
131,2024-08-10,2254,新竹
131,2024-09-09,550,新竹
131,2024/10/14,488,hsinchu
131,2024-11-04,-482, 新竹
131,2024-12-19,-500,新竹
132,2024-01-11,48,Taipei
132,2024/02/02,50,Taipei
132,2024-03-15,-53,Taipei
132,2024-04-16,45,Taipei
132,2024-05-21,52,台北
132,2024-06-06,44,台北
132,2024-07-22,52,台北 
133,2024年05月23日,170,新竹 
133,2024-06-06,147, 新竹
133,2024-07-14,3959,新竹
133,2024-08-17,-166,新竹 
133,2024-09-03,4861, 新竹
134,2024年11月16日,453,hsinchu
134,2024-12-06,-548,新竹
136,2024-05-12,546,台南
136,2024-06-27,536,Tainan
136,2024-07-19,573,台南
136,2024-08-22,474,tainan
136,2024-09-13,571,台南
136,2024-10-12,470,台南
136,2024-11-26,2705,台南
136,2024-12-02,540,台南
138,2024-10-22,460,Hsinchu
138,2024-11-18,-544,Hsinchu
138,2024-12-14,493,新竹
139,2024-07-11,45,台南
139,2024-08-08,46,tainan
139,2024-09-26,46,台南
139,2024/10/23,50,台南
139,2024-11-22,54,台南
139,2024-12-10,45,台南
140,2024-11-12,163,台中
140,2024-12-02,168,台中
141,2024-04-02,"1,013",台中市
141,2024-05-26,-507,台中
141,2024/06/04,483,taichung 
141,2024-07-09,-504,台中
141,2024-08-18,541,台中
505,2024-09-15,553,taichung 
141,2024-10-01,627,台中
510,2024-11-11,459,台中 
141,2024-12-07,454,Taichung
143,2024-01-07,154,台南
143,2024-02-18,148,tainan
143,2024-03-08,165,台南
143,2024-04-10,1238,台南
143,2024-05-28,144,台南
143,2024-06-15,140,台南
143,2024-07-15,-154,台南
143,2024-08-11,145,台南市
143,2024-09-18,-164,台南
143,2024-10-17,2874,台南
143,2024-11-10,148,台南市
143,2024-12-18,151,台南
145,2024-01-19,46,台中 
145,2024-02-03,2367,Taichung
145,2024/03/20,53,台中
146,2024/01/21,46,新竹
146,2024-02-04,56,新竹
146,2024-03-15,56,新竹
146,2024-04-21,-44,新竹
146,2024-05-16,48,新竹
146,2024-06-14,54,新竹
146,2024-07-12,54,新竹市
146,2024-08-09,54, 新竹
147,2024-01-13,47,台南
147,2024-02-11,55,台南
147,2024-03-17,56,台南
510,2024-04-16,47,台南
147,2024-05-17,46,台南
147,2024-06-13,NT$49,台南
147,2024-07-15,-54,台南
147,2024年08月11日,53,Tainan
148,2024-10-18,512,台中 
148,2024-11-10,510,taichung 
148,2024-12-27,565,Taichung
149,2024-11-22,514,台北
149,2024-12-16,-481,taipei
153,2024-11-03,47,新竹
153,2024-12-10,50,新竹
154,2024-02-17,502, 台北
154,2024-03-25,543,台北
154,2024/04/01,569,台北
154,2024年05月08日,552,台北
154,2024-06-04,4375,台北
154,2024-07-26,464,臺北
154,2024/08/23,525,taipei
154,2024-09-07,562,臺北
155,2024-11-21,538,台北
155,2024/12/17,534,台北
156,2024-12-17,47,高雄
157,2024-02-21,4772,台北
157,2024-03-06,815,台北
157,2024/04/24,49,臺北
157,2024年05月08日,54,臺北
157,2024-06-15,4300,台北 
157,2024/07/05,53,台北市
157,2024-08-16,52,台北
157,2024-09-09,46,臺北
157,2024-10-02,56,taipei
157,2024-11-01,4080,台北
157,2024年12月09日,48,台北
158,2024-01-01,455,高雄
158,2024-02-12,465,高雄
158,2024-03-23,480,高雄
160,2024-02-25,141,新竹
160,2024-03-24,-142,新竹市
161,2024-02-26,56,台南
161,2024-03-23,4293,台南
510,2024-04-01,51,台南
161,2024-05-22,53,台南
161,2024-06-08,-50,台南
161,2024-07-11,44,台南
162,2024-11-04,147,高雄 
164,2024年08月04日,468,台中
164,2024-09-07,548,台中
164,2024-10-10,503,台中
164,2024-11-21,495,台中
504,2024-12-01,468,台中市
166,2024/06/07,50,高雄
166,2024-07-23,55,高雄市
167,2024-09-12,-546, 新竹
167,2024-10-08,491,新竹
168,2024-01-17,155,台南
169,2024-01-27,"2,120",台南
169,2024/02/09,499, 台南
169,2024-03-10,557,tainan
169,2024-04-04,3515,台南
171,2024-01-22,-46,高雄 
171,2024-02-05,48,高雄
347,2024-12-21,138,台中
171,2024年04月10日,47,高雄
171,2024-05-15,55,高雄
171,2024-06-25,45,高雄市
171,2024-07-22,50,高雄
171,2024-08-10,56, 高雄
508,2024-09-24,49,高雄
171,2024-10-10,2643,高雄
171,2024/11/16,51,高雄
171,2024-12-22,46,高雄
172,2024年01月01日,56,kaohsiung
502,2024-02-25,55,高雄
172,2024-03-26,44,高雄
172,2024-04-06,51,高雄
172,2024-05-03,46,高雄
172,2024-06-21,"3,782",高雄 
510,2024-07-11,50,Kaohsiung
173,2024-01-24,2309,新竹
173,2024/02/20,168,新竹市
173,2024-03-13,149,Hsinchu
173,2024-04-06,164,hsinchu
173,2024-05-05,143,新竹市
174,2024-08-08,52, 台南
174,2024-09-06,55,tainan
174,2024-10-13,2468,台南
174,2024-11-18,2080,Tainan
175,2024-01-17,-49,台中
175,2024-02-15,47,台中
175,2024-03-26,50,台中
177,2024-01-02,1458,台中 
177,2024-02-24,44,台中
177,2024-03-20,52,台中 
178,2024-12-15,2662,高雄
179,2024-01-15,478,台中
179,2024年02月18日,555,台中 
179,2024-03-13,533,台中市
179,2024-04-08,459,台中 
179,2024-05-10,485,台中市
179,2024-06-15,NT$536,台中
179,2024-07-22,537,台中
179,2024-08-25,2437,台中
179,2024-09-04,499,臺中
179,2024-10-24,561,台中
319,2024-12-03,561,新竹 
179,2024-12-10,1238,台中
180,2024-02-21,150, 高雄
180,2024-03-09,136,高雄 
180,2024-04-16,-135,高雄市
180,2024-05-16,152, 高雄
180,2024-06-11,-166,kaohsiung
180,2024-07-04,171,高雄
180,2024-08-01,155,高雄市
180,2024-09-14,170,高雄
180,2024-10-21,待確認,高雄
180,2024-11-03,154,高雄
180,2024-12-18,4294,高雄
183,2024-10-22,54,高雄
183,2024-11-07,53,高雄
183,2024-12-05,47,高雄
184,2024-08-06,145,tainan
185,2024-04-08,53,高雄
185,2024-05-26,51,高雄
189,2024-05-14,499,台中
189,2024-06-25,480,台中市
189,2024-07-17,457,台中
189,2024-08-26,521,Taichung
189,2024-09-08,456,臺中
189,2024-10-17,3440,台中
189,2024-11-08,503,台中
189,2024-12-06,532,Taichung
508,2024-10-07,46,台南
190,2024-11-21,48, 台南
190,2024-12-12,51,台南
191,2024-01-07,-157,台中
191,2024-02-25,137,台中
191,2024-03-28,143,台中市
191,2024-04-09,157,臺中
191,2024-05-03,156,台中
509,2024-06-02,477,taichung 
193,2024年07月21日,556,台中
193,2024-08-06,540,台中市
193,2024年09月18日,513,台中
193,2024-10-05,2093,台中
193,2024-11-19,563,台中
507,2024-03-10,47,taichung 
195,2024-04-04,53,台中
195,2024-05-13,45,台中
195,2024-06-28,-48,台中
195,2024-07-15,-56,台中
196,2024-12-23,54,台北
197,2024-11-09,NT$47,tainan
197,2024-12-05,46,台南
199,2024-03-22,468,高雄
199,2024年04月20日,566,高雄
199,2024-05-26,546,高雄
199,2024-06-04,"3,202",高雄市
199,2024/07/01,558,高雄市
200,2024-10-10,49,台北
200,2024年11月19日,46, 台北
200,2024-12-18,2654,台北
201,2024-07-06,55,新竹市
201,2024-08-05,1176,新竹
201,2024-09-23,45,新竹
201,2024-10-08,45,新竹市
201,2024-11-24,-49,新竹
201,2024-12-02,55,新竹
202,2024-08-13,476,台中
202,2024-09-02,572,Taichung
202,2024-10-11,3847,台中
202,2024-11-05,-476,台中
202,2024-12-14,552,台中
203,2024-01-04,690,新竹
203,2024-02-21,1074,新竹
501,2024-03-14,483,新竹
203,2024-04-23,543,Hsinchu
204,2024-12-08,-492,台南
205,2024-01-22,54,台北
205,2024-02-23,48,台北
205,2024-03-02,49,台北
205,2024-04-05,46,台北
205,2024-05-21,55,臺北
206,2024-01-09,500,台南
206,2024-02-25,545,台南
206,2024-03-05,489,台南
206,2024-04-27,2325,台南
206,2024-05-12,568,台南
206,2024-06-15,639,台南市
507,2024-07-15,501, 台南
206,2024-08-24,538,Tainan
206,2024-09-10,539,台南
206,2024-10-20,555,台南
206,2024-11-16,-472,臺南
206,2024-12-16,461,台南
207,2024/09/03,163,tainan
208,2024-07-01,56,Taichung
208,2024-08-12,-53,台中
208,2024-09-10,51,台中
209,2024-04-27,51,新竹
209,2024-05-26,55,新竹市
209,2024/06/11,47,新竹
291,2024-12-23,161,新竹
211,2024-03-07,169,taichung 
211,2024-04-26,-162,Taichung
211,2024-05-12,160,台中
211,2024-06-05,158,台中 
214,2024-01-01,151,台南
214,2024-02-14,163,臺南
215,2024-11-02,46,新竹市
215,2024-12-21,804,新竹市
216,2024年06月09日,491,高雄
216,2024-07-22,522,高雄
216,2024-08-06,562,kaohsiung
216,2024-09-12,452,高雄
217,2024-10-12,609,hsinchu
217,2024-11-01,-44,新竹市
217,2024-12-14,56,新竹
218,2024年01月04日,477,新竹
218,2024-02-23,464,新竹
218,2024-03-11,2676,新竹
218,2024-04-13,4833,新竹
218,2024-05-16,-534,新竹
218,2024-06-24,549,新竹
218,2024-07-27,-514,新竹
508,2024-08-07,570, 新竹
218,2024-09-06,-471,新竹
218,2024-10-04,-555,新竹市
218,2024-11-13,552,新竹
218,2024-12-15,-519,新竹
221,2024-10-03,48,高雄 
223,2024年11月17日,533,台北
223,2024-12-01,2417,台北
225,2024-04-11,163,新竹
225,2024-05-18,-163,新竹
225,2024-06-25,155,hsinchu
225,2024/07/16,148,新竹
225,2024年08月01日,152,新竹
225,2024-09-26,4003,新竹
225,2024-10-21,141,新竹
225,2024-11-14,-151,新竹 
225,2024-12-24,170,新竹市
226,2024-01-11,569, 台南
226,2024-02-21,453, 台南
226,2024-03-06,481,台南
226,2024/04/24,453,台南
226,2024-05-03,497, 台南
226,2024-06-04,4693,台南
226,2024-07-10,"1,419",tainan
226,2024-08-13,504,Tainan
227,2024-10-03,52,高雄
227,2024/11/23,56,高雄
227,2024/12/12,47,高雄
228,2024-01-09,564,新竹
228,2024-02-12,480, 新竹
228,2024-03-08,534,新竹 
228,2024-04-25,499,新竹
229,2024-04-06,552,新竹
229,2024-05-22,553,新竹
229,2024-06-24,453,新竹
230,2024-10-01,163,高雄
230,2024-11-23,139,高雄
230,2024-12-27,157,高雄 
232,2024-10-27,NT$167,新竹
232,2024-11-16,-168,新竹
232,2024/12/23,156,新竹
233,2024-11-22,466,高雄
233,2024-12-27,506,高雄
234,2024-09-08,4830,新竹
234,2024-10-19,540,新竹
234,2024-11-10,451,新竹
234,2024-12-08,547,新竹
236,2024-04-11,53,台北
238,2024-04-02,457,Taipei
238,2024-05-27,552, 台北
239,2024-03-21,539,高雄 
239,2024-04-16,538,高雄
239,2024-05-06,2408,高雄
239,2024-06-20,3529,高雄 
239,2024-07-27,464,高雄市
239,2024/08/04,519,高雄
239,2024-09-20,458,高雄
239,2024-10-07,523,高雄
239,2024-11-15,457,高雄 
239,2024/12/25,544,高雄
241,2024-01-27,485, 台南
241,2024-02-05,530,台南
241,2024-03-17,496,台南
241,2024-04-21,537,Tainan
510,2024-05-05,524, 台南
241,2024-06-03,482,台南市
505,2024-07-10,459,台南
241,2024-08-19,472,台南
241,2024年09月16日,561,台南
241,2024/10/28,482,台南
241,2024-11-24,477,Tainan
241,2024-12-28,544,台南市
242,2024-10-09,168,Tainan
242,2024-11-15,159,台南
242,2024-12-04,-136,Tainan
243,2024-01-26,484,tainan
243,2024-02-03,-470,台南
243,2024/03/04,537,Tainan
243,2024-04-01,2892,台南
243,2024-05-20,-511,台南
243,2024-06-18,547,台南
243,2024-07-14,523,台南
243,2024-08-19,-490,臺南
243,2024-09-06,518,台南市
243,2024-10-19,468, 台南
243,2024-11-18,4789,台南
243,2024-12-12,502,台南
244,2024-01-25,527,台中
244,2024年02月15日,566,taichung 
244,2024-03-19,544,台中
244,2024-04-02,450,台中
244,2024-05-18,559,台中市
501,2024-06-11,486,台中市
244,2024/07/21,453,台中
244,2024-08-01,493,台中
244,2024-09-07,495,台中
244,2024-10-05,待確認,台中
244,2024-11-02,NT$563,台中
245,2024/01/06,568,台北
245,2024-02-26,487,台北
245,2024-03-12,-517,台北
245,2024-04-02,498,台北
245,2024-05-24,538,台北市
245,2024-06-06,490,台北
245,2024-07-08,547,台北市
245,2024-08-03,3176,台北 
245,2024-09-05,4187,台北
218,2024年01月04日,477,新竹
245,2024-11-24,569,台北
246,2024-01-06,55,臺南
246,2024/02/07,50,台南
246,2024/03/07,49,台南
246,2024-04-07,47,tainan
246,2024-05-04,-54,台南
246,2024-06-07,56,tainan
246,2024-07-17,50,台南市
247,2024-03-08,46,高雄
507,2024-04-25,48,高雄 
247,2024-05-08,50,高雄 
247,2024-06-28,2670,高雄
247,2024-07-16,45,高雄
247,2024年08月08日,53,高雄
247,2024-09-01,-55,高雄
247,2024/10/21,49, 高雄
247,2024年11月04日,50,高雄
248,2024/03/18,524,高雄
249,2024-01-06,53,taipei
249,2024-02-02,NT$50,台北
249,2024-03-21,55,台北
249,2024年04月23日,52,台北
249,2024-05-14,48,台北
249,2024-06-12,1153,台北
249,2024-07-09,51,台北
250,2024-12-06,-139,新竹
252,2024-11-26,48,台中
252,2024-12-06,53,台中
253,2024-11-01,49,高雄 
253,2024-12-12,44, 高雄
254,2024年12月06日,165,台中
255,2024-01-20,141,台中
255,2024-02-28,152,臺中
255,2024-03-23,138,台中
504,2024-04-15,159,台中 
255,2024-05-07,157,台中
255,2024-06-12,146,台中
255,2024-07-14,148,台中市
255,2024-08-10,166,taichung 
256,2024-10-24,510,台北
256,2024-11-12,494,台北
256,2024-12-25,472,台北
258,2024-04-26,151,台中市
259,2024-07-25,154, 新竹
259,2024/08/12,161,新竹
259,2024-09-05,158,新竹
259,2024-10-09,137,Hsinchu
259,2024-11-27,137,hsinchu
259,2024-12-27,155,新竹 
262,2024-02-23,49,台南
262,2024/03/08,53,台南
262,2024-04-13,54,tainan
262,2024年05月24日,47,台南
262,2024-06-17,49,台南
262,2024-07-28,56,台南市
262,2024-08-25,48,台南
262,2024年09月18日,50,台南
262,2024-10-17,48,台南
262,2024-11-03,48,台南市
262,2024-12-15,46,台南
267,2024-03-20,NT$142,新竹
267,2024-04-02,161, 新竹
268,2024/08/22,138,台北
508,2024-09-15,142,台北
268,2024-10-26,153,台北
268,2024-11-16,137,台北
268,2024-12-14,139,臺北
270,2024-01-18,4611,台中市
271,2024-11-18,138,高雄
271,2024-12-01,148,高雄
272,2024-01-21,1508,新竹
272,2024年02月27日,168,新竹
272,2024-03-03,154,新竹
273,2024年08月22日,478,台中
273,2024-09-17,470,台中
273,2024-10-24,-525,台中
275,2024-01-28,136,台南
275,2024年02月02日,156,台南
275,2024-03-09,157,台南市
275,2024-04-02,2970,tainan
